tempo,danceability,energy,instrumentalness,liveness,valence
159.984,0.543,0.618,0.384,0.0922,0.215
183.944,0.9,0.844,0,0.105,0.111
133.962,0.517,0.675,5.18E-05,0.112,0.469
129.85,0.724,0.83,2.69E-05,0.107,0.555
147.897,0.638,0.403,1.48E-05,0.101,0.545
113.919,0.498,0.459,1.94E-06,0.0948,0.182
120.066,0.648,0.507,3.58E-06,0.106,0.179
165.968,0.393,0.884,5.71E-06,0.0872,0.315
113.041,0.882,0.545,0,0.407,0.178
212.818,0.646,0.668,0,0.111,0.747
155.089,0.79,0.764,0.0694,0.377,0.472
180.122,0.543,0.877,0,0.394,0.662
172.066,0.814,0.802,0.845,0.149,0.47
115.013,0.798,0.612,0.882,0.108,0.209
125.959,0.72,0.595,3.53E-06,0.099,0.571
166.025,0.561,0.67,0.0459,0.155,0.142
139.992,0.924,0.55,4.34E-05,0.101,0.298
139.978,0.652,0.468,0.0385,0.0901,0.117
220.04,0.782,0.641,0.00441,0.109,0.422
120.055,0.914,0.442,8.23E-05,0.109,0.642
160.013,0.79,0.777,0.00112,0.141,0.421
165.046,0.773,0.346,0,0.0904,0.305
113.307,0.833,0.427,0,0.0909,0.344
130.055,0.656,0.768,0,0.111,0.183
180.074,0.727,0.621,0,0.132,0.369
134.964,0.721,0.628,0,0.11,0.751
114.483,0.794,0.408,4.41E-05,0.19,0.125
179.976,0.729,0.4,0,0.335,0.332
160.12,0.525,0.378,2.05E-05,0.165,0.21
121.709,0.677,0.604,0.0126,0.25,0.4
208.056,0.921,0.617,0,0.108,0.375
126.677,0.684,0.844,0,0.374,0.335
189.91,0.77,0.659,0,0.334,0.504
145.02,0.562,0.549,0,0.309,0.314
161.016,0.65,0.448,0.944,0.109,0.0387
190.069,0.828,0.572,0,0.197,0.439
153.213,0.647,0.506,4.94E-05,0.234,0.482
160.006,0.649,0.612,1.04E-05,0.135,0.436
190.41,0.667,0.603,0,0.109,0.393
180.33,0.471,0.338,0,0.179,0.0909
166.878,0.58,0.523,0,0.642,0.636
157.098,0.474,0.28,0.000768,0.19,0.0506
160.023,0.838,0.67,0.307,0.0724,0.598
118.013,0.701,0.658,0.000334,0.0867,0.269
130.024,0.871,0.502,0.0037,0.116,0.497
214.814,0.649,0.719,0,0.138,0.638
135.036,0.553,0.572,0,0.115,0.168
219.942,0.809,0.545,0.594,0.187,0.156
184.055,0.512,0.921,0.000115,0.111,0.604
117.931,0.58,0.603,0,0.137,0.0856
115.058,0.849,0.758,0.695,0.147,0.0684
143.01,0.819,0.626,0.101,0.167,0.415
154.996,0.321,0.949,0.217,0.579,0.196
139.051,0.64,0.762,0,0.452,0.595
192.07,0.829,0.619,0.000371,0.0975,0.351
195.948,0.825,0.733,0,0.112,0.62
159.999,0.756,0.456,0.0384,0.349,0.216
198.574,0.763,0.613,0,0.3,0.436
147.064,0.289,0.555,3.71E-06,0.251,0.274
120.017,0.636,0.604,0.283,0.168,0.0386
181.885,0.786,0.609,0,0.0957,0.272
179.965,0.681,0.543,0.0536,0.107,0.216
170.053,0.728,0.653,0.28,0.128,0.189
134.972,0.722,0.65,0,0.0967,0.326
145.067,0.536,0.837,0,0.13,0.443
168.054,0.422,0.641,0.356,0.144,0.0366
155.014,0.598,0.538,0.000466,0.459,0.701
183.99,0.867,0.557,0.000753,0.11,0.195
140.105,0.831,0.532,0,0.464,0.364
147.939,0.619,0.839,0,0.0999,0.345
142.932,0.527,0.663,3.50E-05,0.0787,0.245
120.053,0.811,0.773,0.425,0.544,0.128
129.994,0.837,0.371,1.20E-05,0.125,0.228
139.922,0.687,0.56,0,0.103,0.362
169.286,0.455,0.426,0.0843,0.168,0.04
159.964,0.644,0.706,0.000812,0.457,0.413
155.023,0.697,0.709,0.000296,0.0886,0.439
146.122,0.576,0.702,1.82E-06,0.114,0.458
144.991,0.625,0.814,0,0.158,0.535
143.771,0.485,0.43,0,0.115,0.408
156.06,0.744,0.357,1.69E-05,0.132,0.114
124.059,0.911,0.584,0,0.214,0.459
129.724,0.701,0.556,0,0.131,0.564
193.952,0.599,0.592,0.000121,0.115,0.334
125.013,0.532,0.422,0.000251,0.0955,0.114
148.046,0.82,0.654,0.511,0.096,0.366
141.981,0.609,0.661,0,0.077,0.435
120.988,0.846,0.691,0,0.319,0.276
164.053,0.712,0.642,0,0.0949,0.885
126.97,0.926,0.725,0,0.279,0.853
153.82,0.683,0.817,0,0.0841,0.316
133.075,0.817,0.585,3.48E-06,0.131,0.712
175.998,0.735,0.662,0,0.153,0.124
150.091,0.659,0.871,2.12E-05,0.578,0.775
136.027,0.843,0.512,0,0.0876,0.423
128.202,0.669,0.617,3.12E-06,0.159,0.613
132.006,0.766,0.589,0.18,0.0999,0.589
178.043,0.823,0.703,1.35E-06,0.294,0.26
143.982,0.825,0.723,0.0153,0.0906,0.469
142.948,0.706,0.625,0,0.129,0.225
219.948,0.705,0.815,0.291,0.483,0.487
151.997,0.898,0.509,0,0.286,0.526
193.914,0.522,0.546,0,0.7,0.234
148.064,0.547,0.65,0.0223,0.0811,0.507
140.042,0.793,0.618,0,0.132,0.226
135.551,0.392,0.499,0,0.234,0.232
120.048,0.645,0.698,0,0.111,0.259
129.974,0.779,0.583,0.000127,0.198,0.189
141.115,0.791,0.52,0.000192,0.0938,0.6
169.942,0.837,0.389,0,0.128,0.193
150.955,0.871,0.715,0,0.14,0.378
151.991,0.85,0.43,0,0.0792,0.884
160.059,0.554,0.797,0,0.0689,0.747
142.97,0.569,0.749,0,0.0503,0.126
154.977,0.585,0.635,0.000425,0.0627,0.4
162.998,0.644,0.714,0.00358,0.106,0.279
149.995,0.798,0.528,1.00E-06,0.0727,0.728
147.007,0.875,0.503,0,0.221,0.582
120.017,0.764,0.564,0.00068,0.119,0.353
200.07,0.703,0.444,1.44E-05,0.123,0.294
187.968,0.613,0.614,0,0.094,0.198
154.994,0.519,0.803,3.98E-06,0.182,0.515
202.008,0.815,0.69,4.74E-05,0.235,0.381
139.08,0.815,0.647,5.31E-05,0.134,0.733
160.351,0.775,0.566,0.000341,0.127,0.479
162.013,0.584,0.825,0,0.225,0.705
155.111,0.646,0.647,0,0.0417,0.758
169.956,0.568,0.678,0.000282,0.0915,0.066
120.143,0.535,0.606,1.06E-05,0.621,0.0939
168.016,0.652,0.671,0,0.107,0.274
127.052,0.842,0.648,0,0.214,0.594
146.456,0.584,0.768,0.000108,0.0991,0.723
125.052,0.72,0.842,0.115,0.11,0.737
149.972,0.65,0.613,0,0.267,0.0804
120.028,0.801,0.596,0,0.162,0.134
139.966,0.726,0.63,0,0.141,0.355
149.956,0.589,0.665,0,0.221,0.298
127.989,0.709,0.66,0.113,0.1,0.148
142.933,0.775,0.757,0,0.148,0.562
158.008,0.701,0.687,0,0.121,0.382
127.945,0.711,0.476,0.000136,0.116,0.039
139.931,0.344,0.636,5.35E-06,0.327,0.0666
144.892,0.528,0.829,0,0.182,0.602
161.977,0.663,0.588,0.00486,0.314,0.341
151.463,0.556,0.64,0,0.494,0.43
187.964,0.617,0.922,0,0.342,0.489
135.982,0.598,0.683,0,0.319,0.122
180.058,0.486,0.454,0.102,0.116,0.51
149.016,0.894,0.847,5.27E-06,0.108,0.432
167.017,0.655,0.548,0.00179,0.0973,0.164
171.854,0.532,0.72,0,0.0969,0.226
149.018,0.89,0.802,0.000408,0.0847,0.295
167.486,0.557,0.614,0,0.173,0.854
153.99,0.603,0.505,0.0274,0.138,0.272
176.352,0.68,0.208,0.0047,0.15,0.043
199.921,0.758,0.598,3.39E-06,0.23,0.365
151.191,0.578,0.0855,0.663,0.0855,0.505
215.988,0.662,0.586,0.00424,0.153,0.0726
145.869,0.607,0.431,0.000503,0.126,0.0885
147.774,0.742,0.733,0,0.143,0.736
174.57,0.599,0.851,0,0.325,0.787
114.916,0.64,0.43,0.000554,0.0782,0.155
171.998,0.853,0.608,0.732,0.136,0.646
172.048,0.659,0.765,0.000293,0.114,0.338
117.963,0.78,0.492,7.06E-06,0.125,0.174
121.951,0.864,0.458,4.29E-05,0.212,0.184
180.01,0.577,0.876,0.000147,0.111,0.412
159.95,0.847,0.448,1.35E-05,0.325,0.488
171.983,0.798,0.497,0,0.17,0.513
202.394,0.643,0.623,3.20E-06,0.561,0.272
160.064,0.754,0.448,0.343,0.107,0.443
139.996,0.847,0.601,0.787,0.11,0.548
140.058,0.864,0.711,0.000539,0.387,0.262
160.064,0.605,0.553,0,0.105,0.368
175.844,0.583,0.573,0,0.152,0.129
156.078,0.638,0.522,0,0.0842,0.263
180.109,0.336,0.651,1.89E-05,0.436,0.0397
161.096,0.695,0.85,0,0.252,0.305
185.962,0.705,0.386,0.0249,0.114,0.394
128.02,0.858,0.547,0,0.104,0.303
120.028,0.856,0.566,0.000176,0.131,0.0439
179.965,0.722,0.536,5.91E-05,0.0627,0.589
112.223,0.659,0.423,0,0.135,0.0364
136.986,0.496,0.594,0,0.486,0.434
183.966,0.553,0.425,4.37E-06,0.133,0.176
127.984,0.66,0.76,0,0.632,0.394
192.602,0.685,0.789,0,0.688,0.527
217.926,0.85,0.516,0,0.0896,0.874
160.05,0.755,0.763,0,0.689,0.62
160.044,0.741,0.406,0.00784,0.105,0.668
135.971,0.732,0.4,4.15E-05,0.131,0.034
139.921,0.647,0.619,2.27E-06,0.104,0.285
139.987,0.776,0.575,0,0.101,0.491
150.936,0.737,0.588,0,0.276,0.262
182.164,0.784,0.432,3.71E-05,0.111,0.209
123.93,0.691,0.798,1.27E-05,0.11,0.364
133.03,0.837,0.477,0.116,0.117,0.297
158.006,0.69,0.389,0,0.0501,0.135
148.02,0.626,0.799,3.71E-05,0.0843,0.431
163.099,0.707,0.67,0,0.098,0.235
144.968,0.836,0.535,1.32E-06,0.133,0.414
175.226,0.682,0.382,2.28E-06,0.119,0.119
187.968,0.767,0.402,0.000528,0.11,0.199
144.994,0.742,0.579,0,0.0952,0.502
150.073,0.595,0.528,0,0.142,0.515
140.038,0.899,0.716,0,0.191,0.657
134.972,0.729,0.603,0,0.113,0.207
124.07,0.76,0.875,0,0.177,0.478
139.017,0.449,0.63,8.79E-06,0.483,0.332
129.967,0.806,0.527,0.0334,0.116,0.356
139.044,0.76,0.623,0.0044,0.161,0.598
199.952,0.668,0.781,0.00603,0.226,0.442
130.081,0.572,0.424,0.945,0.118,0.159
200.01,0.739,0.412,0.0656,0.1,0.396
220.066,0.837,0.598,0,0.16,0.0734
164.058,0.713,0.436,0.00456,0.108,0.0394
138.034,0.654,0.452,0,0.114,0.532
169.129,0.63,0.344,0.919,0.106,0.229
131.983,0.567,0.624,0.000522,0.0954,0.289
139.93,0.934,0.505,0,0.0867,0.691
126.181,0.606,0.74,0,0.377,0.706
135.157,0.766,0.342,0.000159,0.272,0.359
120.058,0.699,0.513,0.00385,0.108,0.0991
159.966,0.685,0.692,0,0.153,0.578
135.02,0.786,0.661,0.000255,0.0566,0.355
208.348,0.293,0.341,0.000859,0.091,0.0387
137.977,0.818,0.658,0.00234,0.125,0.556
155.069,0.853,0.701,0,0.142,0.643
159.881,0.602,0.628,1.19E-05,0.279,0.581
143.078,0.63,0.446,0,0.166,0.177
160.068,0.637,0.856,0.0308,0.0809,0.285
184.058,0.509,0.932,1.83E-05,0.095,0.658
220.006,0.903,0.643,0,0.111,0.224
147.967,0.705,0.659,0.0732,0.148,0.584
160.07,0.52,0.823,5.90E-06,0.125,0.317
133.038,0.752,0.727,0.0383,0.0679,0.63
120.953,0.752,0.64,0,0.118,0.636
130.007,0.712,0.598,0,0.154,0.504
131.963,0.821,0.41,0,0.113,0.197
151.963,0.767,0.497,0.724,0.104,0.296
140.056,0.734,0.632,0.000547,0.115,0.191
160.012,0.683,0.512,0,0.274,0.327
150.044,0.884,0.903,0.000372,0.302,0.839
173.972,0.602,0.792,0.000161,0.319,0.491
177.964,0.655,0.494,0.182,0.115,0.174
155.114,0.745,0.561,0,0.133,0.449
124.07,0.76,0.875,0,0.177,0.478
164.005,0.802,0.82,0,0.149,0.613
217.208,0.574,0.711,8.09E-06,0.113,0.315
190.318,0.313,0.426,0.00037,0.181,0.107
165.686,0.596,0.819,0,0.286,0.65
196.034,0.583,0.414,0.000881,0.393,0.0515
140.06,0.75,0.56,0,0.111,0.459
187.858,0.609,0.623,0.0514,0.404,0.369
142.486,0.546,0.529,0.259,0.146,0.0918
151.979,0.786,0.371,0.74,0.163,0.502
145.905,0.743,0.569,0.000736,0.264,0.384
159.801,0.585,0.52,7.01E-05,0.131,0.129
219.992,0.87,0.689,0.000463,0.142,0.382
113.027,0.738,0.749,0,0.0794,0.583
176.51,0.508,0.821,7.05E-06,0.594,0.345
192.008,0.807,0.564,0,0.0804,0.225
181.938,0.728,0.493,0.129,0.101,0.118
123.964,0.822,0.861,7.00E-05,0.164,0.548
139.934,0.595,0.757,0.0403,0.144,0.118
159.821,0.507,0.399,0.0104,0.0904,0.34
149.921,0.77,0.377,0.716,0.106,0.0773
129.763,0.698,0.987,0.000558,0.343,0.266
150.004,0.793,0.807,0,0.0933,0.776
139.97,0.831,0.87,0.000588,0.106,0.782
140.02,0.568,0.826,0,0.199,0.713
130.032,0.736,0.67,0,0.114,0.845
145,0.607,0.685,0,0.12,0.635
189.962,0.876,0.519,0,0.108,0.158
205.014,0.894,0.368,0.116,0.114,0.119
151.024,0.622,0.347,0.00421,0.0841,0.0757
127.906,0.648,0.574,2.55E-06,0.138,0.368
172.852,0.701,0.736,0,0.949,0.919
113.978,0.792,0.512,8.82E-05,0.14,0.11
144.976,0.651,0.868,0,0.0891,0.216
155.03,0.591,0.655,0,0.672,0.754
180.268,0.669,0.553,0,0.0681,0.156
135.015,0.712,0.553,0,0.111,0.243
149.975,0.832,0.758,0,0.171,0.592
175.96,0.798,0.703,2.91E-05,0.153,0.517
136.97,0.881,0.457,0,0.231,0.296
142.976,0.575,0.784,0,0.219,0.194
149.862,0.517,0.626,0.587,0.136,0.114
167.806,0.511,0.566,0,0.34,0.218
114.003,0.671,0.962,0.00663,0.376,0.183
119.999,0.803,0.789,0,0.378,0.647
150.046,0.709,0.662,0,0.108,0.439
148.144,0.702,0.672,6.33E-05,0.104,0.388
172.065,0.466,0.901,0.0472,0.143,0.428
150.136,0.506,0.685,0,0.0959,0.221
140.007,0.832,0.593,1.08E-05,0.109,0.344
131.838,0.549,0.497,0,0.0698,0.113
116.971,0.896,0.586,0,0.79,0.642
133.986,0.696,0.712,5.04E-05,0.19,0.312
134.038,0.674,0.796,5.15E-06,0.376,0.259
179.976,0.893,0.671,1.04E-06,0.121,0.319
181.13,0.724,0.771,0,0.362,0.867
139.745,0.442,0.616,1.87E-06,0.122,0.192
142.009,0.788,0.43,0,0.112,0.396
120.086,0.463,0.637,0,0.0626,0.11
177.01,0.781,0.703,7.15E-05,0.148,0.526
174.968,0.688,0.628,0.000938,0.0831,0.471
145.038,0.68,0.578,0,0.135,0.341
153.958,0.778,0.724,1.17E-06,0.632,0.353
137.974,0.914,0.415,0,0.114,0.496
158.978,0.813,0.697,0.000551,0.11,0.547
180.138,0.732,0.73,0,0.11,0.426
216.072,0.774,0.413,6.96E-05,0.218,0.127
153.995,0.682,0.375,0.0136,0.106,0.391
180.051,0.474,0.631,0,0.132,0.425
174.418,0.576,0.769,0.000173,0.116,0.82
199.86,0.379,0.43,0.0725,0.0861,0.0586
144.992,0.898,0.671,5.17E-05,0.12,0.668
170.946,0.699,0.841,0.0083,0.0858,0.784
154.984,0.675,0.63,0,0.284,0.223
163.935,0.665,0.651,0,0.0896,0.237
175.014,0.815,0.946,0,0.315,0.864
219.944,0.665,0.419,0.00376,0.119,0.122
150.027,0.583,0.789,0,0.565,0.383
170.052,0.573,0.672,0,0.147,0.342
144.941,0.534,0.853,0.0526,0.0796,0.173
120.036,0.918,0.656,0,0.112,0.169
145.025,0.641,0.756,0,0.173,0.526
158.021,0.799,0.381,3.12E-06,0.135,0.0488
158.001,0.642,0.562,0,0.168,0.177
129.014,0.775,0.559,0,0.116,0.489
127.991,0.685,0.919,0.00157,0.225,0.406
118.222,0.718,0.698,1.38E-06,0.0868,0.155
220.014,0.876,0.852,0.0397,0.1,0.141
144.946,0.68,0.617,2.69E-05,0.14,0.459
160.003,0.707,0.617,0,0.345,0.534
140.036,0.801,0.69,0.000249,0.111,0.204
140.036,0.787,0.586,0.000311,0.118,0.581
125.019,0.753,0.82,0,0.219,0.419
140.053,0.747,0.524,0,0.2,0.363
155.096,0.732,0.75,0,0.109,0.401
129.855,0.614,0.499,0.00743,0.093,0.3
140.04,0.816,0.245,0.000813,0.127,0.187
161.993,0.805,0.525,0,0.0916,0.253
120.908,0.881,0.77,0,0.0816,0.424
142.992,0.584,0.853,0,0.0817,0.647
161.008,0.646,0.709,0.000308,0.115,0.281
147.946,0.776,0.736,0,0.159,0.233
156.918,0.635,0.418,0,0.376,0.278
120.044,0.545,0.517,0.00724,0.15,0.115
148.165,0.633,0.787,0,0.211,0.36
177.055,0.681,0.399,0.00243,0.108,0.234
128.18,0.438,0.803,0.305,0.345,0.193
165.952,0.572,0.848,0,0.118,0.544
120.047,0.446,0.524,0.716,0.128,0.227
194.046,0.472,0.583,0,0.0413,0.443
153.814,0.47,0.56,4.58E-06,0.533,0.366
124.057,0.915,0.666,0.00295,0.253,0.0386
180.078,0.674,0.631,0,0.576,0.629
152.06,0.64,0.66,0.00209,0.112,0.48
119.987,0.535,0.781,0,0.328,0.418
180.002,0.674,0.321,0.871,0.0697,0.0762
150.024,0.76,0.435,0,0.0995,0.294
111.021,0.932,0.851,0.0015,0.092,0.518
149.964,0.838,0.932,0,0.0801,0.445
150.059,0.663,0.785,1.38E-05,0.115,0.649
158.005,0.576,0.707,0.000191,0.0854,0.211
220.098,0.792,0.812,0.00218,0.779,0.363
132.261,0.546,0.5,0,0.124,0.237
139.924,0.806,0.755,3.59E-06,0.332,0.144
141.996,0.904,0.537,0.0156,0.111,0.208
158.274,0.544,0.771,8.47E-06,0.101,0.357
145.964,0.77,0.797,0,0.103,0.818
182.972,0.77,0.576,2.43E-06,0.254,0.343
120.025,0.732,0.713,0,0.215,0.511
112.05,0.682,0.758,0,0.0635,0.0811
199.782,0.578,0.166,0.0069,0.103,0.318
143.062,0.645,0.771,0,0.629,0.613
164.042,0.631,0.719,0.000262,0.108,0.0575
135.003,0.9,0.365,0.185,0.179,0.136
169,0.726,0.291,0.0299,0.0495,0.158
115.013,0.703,0.856,0.000192,0.123,0.32
161.991,0.686,0.61,0.0325,0.0868,0.238
181.444,0.28,0.821,0,0.139,0.254
153.993,0.804,0.842,0,0.0536,0.931
168.274,0.323,0.67,0.185,0.168,0.179
158.048,0.771,0.608,0,0.0928,0.393
147.058,0.594,0.956,0,0.57,0.395
123.994,0.743,0.732,1.77E-05,0.227,0.339
150.032,0.884,0.346,7.04E-06,0.0871,0.376
156.004,0.681,0.659,8.17E-06,0.11,0.225
132.016,0.732,0.586,0,0.0732,0.536
143.049,0.845,0.399,0.74,0.102,0.148
134.03,0.646,0.64,0,0.108,0.882
164.116,0.732,0.599,2.90E-05,0.0771,0.321
149.98,0.784,0.925,0,0.345,0.208
111.999,0.939,0.659,0,0.276,0.681
143.912,0.786,0.66,0,0.129,0.51
179.932,0.705,0.708,1.63E-06,0.14,0.509
169.974,0.751,0.678,0,0.0973,0.679
199.95,0.819,0.862,0.000785,0.0858,0.65
139.923,0.729,0.752,0,0.435,0.904
157.996,0.73,0.935,1.82E-05,0.328,0.591
149.949,0.809,0.581,0.000513,0.345,0.369
134.01,0.798,0.774,0,0.182,0.657
159.578,0.56,0.531,0,0.103,0.289
169.922,0.505,0.528,6.65E-06,0.522,0.276
146.018,0.834,0.75,0,0.135,0.956
220.052,0.713,0.559,0,0.101,0.104
180.924,0.778,0.489,3.29E-05,0.119,0.402
130.004,0.775,0.675,0,0.155,0.497
119.973,0.734,0.446,0,0.0762,0.065
130.01,0.785,0.53,0.743,0.154,0.296
140.007,0.78,0.654,0,0.12,0.713
120.121,0.472,0.469,0.00113,0.119,0.0364
169.921,0.468,0.409,0.000134,0.0764,0.0365
165.988,0.782,0.436,1.30E-05,0.342,0.243
121.999,0.649,0.654,3.13E-05,0.0975,0.175
125.014,0.842,0.738,0,0.0758,0.313
120.994,0.676,0.486,0.126,0.0937,0.218
138.906,0.704,0.941,0,0.27,0.222
110.181,0.527,0.935,0.00183,0.206,0.144
160.023,0.628,0.873,0.00113,0.558,0.163
129.942,0.307,0.339,0.789,0.112,0.0378
113.016,0.809,0.471,0.000672,0.121,0.357
144.991,0.754,0.84,1.36E-05,0.15,0.0397
119.889,0.936,0.523,0,0.117,0.699
135.051,0.808,0.616,1.23E-06,0.0754,0.233
121.995,0.762,0.537,0.00215,0.0908,0.364
148.055,0.886,0.516,0,0.375,0.583
121.968,0.781,0.553,0.000233,0.383,0.308
122.016,0.649,0.684,0,0.102,0.224
188,0.83,0.91,0.000367,0.323,0.736
130.047,0.793,0.625,4.75E-05,0.218,0.181
189.922,0.718,0.806,1.88E-06,0.151,0.266
165.088,0.475,0.776,0,0.597,0.561
128.07,0.823,0.552,0.00276,0.253,0.216
116.988,0.808,0.581,0,0.379,0.722
131.969,0.781,0.681,0,0.567,0.45
130.098,0.675,0.562,0,0.0816,0.309
140.07,0.843,0.52,5.09E-06,0.0944,0.231
126.047,0.846,0.564,0.00836,0.219,0.237
140.071,0.651,0.762,0.000124,0.846,0.715
123.146,0.63,0.804,0,0.253,0.492
115.007,0.866,0.665,0.00243,0.0959,0.168
209.974,0.787,0.491,0.0354,0.199,0.044
124.984,0.917,0.624,0,0.0714,0.343
124.012,0.785,0.878,0,0.203,0.483
154.138,0.307,0.845,0,0.105,0.448
116.916,0.682,0.629,0,0.0881,0.227
126.005,0.864,0.871,2.77E-06,0.734,0.624
140.915,0.596,0.794,0.000597,0.116,0.344
140.009,0.816,0.702,0,0.0532,0.269
139.562,0.383,0.513,0.000127,0.122,0.0796
130.003,0.891,0.742,1.02E-05,0.238,0.451
120.005,0.885,0.905,0.00294,0.108,0.23
139.941,0.837,0.785,0,0.114,0.762
138.014,0.881,0.796,0.0253,0.136,0.288
139.927,0.897,0.864,0,0.36,0.633
130.118,0.902,0.675,0,0.12,0.62
127.927,0.876,0.653,0,0.0944,0.128
160.079,0.78,0.901,0.00362,0.141,0.576
209.91,0.803,0.66,0,0.384,0.736
181.983,0.666,0.507,1.46E-05,0.167,0.0949
169.936,0.505,0.922,0.837,0.242,0.477
127.914,0.874,0.686,0.385,0.707,0.348
180.051,0.717,0.296,0.0307,0.0891,0.135
140.063,0.672,0.628,0.186,0.289,0.392
145.059,0.65,0.714,0.000187,0.116,0.15
139.059,0.763,0.726,0,0.0976,0.349
148.934,0.688,0.296,0.00764,0.173,0.16
143.999,0.789,0.72,0.00177,0.804,0.547
158.092,0.608,0.671,0.00154,0.109,0.435
148.022,0.826,0.409,0.00271,0.105,0.341
129.954,0.768,0.523,0.0444,0.107,0.595
200.06,0.691,0.56,0,0.113,0.369
124.034,0.798,0.676,0,0.118,0.706
113.016,0.89,0.73,0,0.0685,0.29
160.021,0.819,0.499,0,0.107,0.504
154.186,0.772,0.647,2.99E-05,0.135,0.374
141.981,0.859,0.433,0,0.0906,0.707
137.986,0.683,0.709,0,0.105,0.272
130.177,0.576,0.785,0.706,0.0906,0.263
167,0.624,0.787,0.336,0.34,0.813
216.086,0.832,0.609,0.00224,0.114,0.213
130.017,0.789,0.531,0.266,0.0771,0.313
145.926,0.794,0.632,0,0.128,0.355
159.953,0.8,0.696,0,0.121,0.628
199.886,0.912,0.717,0,0.61,0.509
126.769,0.58,0.819,0,0.447,0.201
129.999,0.854,0.598,0.016,0.0752,0.302
220.07,0.865,0.812,0.147,0.576,0.347
161.072,0.68,0.864,0.00162,0.856,0.742
145.021,0.59,0.781,0,0.355,0.429
120.069,0.794,0.534,1.00E-05,0.555,0.0487
110.992,0.685,0.403,0.67,0.102,0.499
219.99,0.798,0.529,0.394,0.072,0.0524
112.988,0.7,0.217,0.00663,0.103,0.0585
125.003,0.775,0.691,0,0.302,0.395
148.077,0.623,0.599,0,0.11,0.56
160.008,0.723,0.53,0,0.126,0.237
126.987,0.784,0.789,0.0113,0.144,0.624
139.943,0.326,0.534,0.901,0.111,0.109
150,0.656,0.347,0.00122,0.108,0.117
139.97,0.763,0.718,5.73E-05,0.309,0.308
139.974,0.811,0.673,0.00209,0.086,0.544
144.042,0.737,0.586,0.000169,0.293,0.146
113.005,0.56,0.534,2.67E-06,0.124,0.0376
123.992,0.829,0.673,6.32E-05,0.214,0.505
112.865,0.493,0.826,3.42E-06,0.252,0.75
139.015,0.699,0.532,0.0043,0.187,0.332
129.954,0.748,0.489,0.000766,0.342,0.17
191.99,0.842,0.593,0,0.107,0.273
215.898,0.862,0.716,0,0.145,0.252
179.705,0.374,0.238,0.0847,0.1,0.0391
117.976,0.917,0.418,0.021,0.0974,0.486
114.042,0.874,0.752,0.000622,0.478,0.265
212.032,0.891,0.67,0,0.0416,0.18
220.036,0.892,0.843,0,0.084,0.435
184.028,0.714,0.469,5.43E-06,0.179,0.142
134.969,0.824,0.615,4.08E-05,0.0854,0.133
112.034,0.782,0.842,0,0.436,0.671
220.232,0.678,0.62,3.52E-05,0.11,0.202
113.967,0.886,0.761,0,0.187,0.642
114.959,0.653,0.372,0.061,0.104,0.1
149.928,0.848,0.496,0.103,0.151,0.467
130.007,0.872,0.765,0,0.0892,0.598
127.979,0.583,0.491,0.000314,0.153,0.3
214.034,0.575,0.000243,0.118,0.13,0.633
123.005,0.835,0.528,0,0.12,0.306
112.969,0.874,0.572,0.00103,0.0978,0.191
209.582,0.738,0.454,0.0236,0.0909,0.11
219.952,0.7,0.613,0.0162,0.13,0.0593
120.026,0.764,0.566,0.0197,0.113,0.181
123.975,0.783,0.882,0.000494,0.141,0.178
217.946,0.81,0.49,0,0.127,0.172
159.008,0.831,0.468,0.00655,0.113,0.358
127.464,0.574,0.584,0.354,0.197,0.302
139.922,0.533,0.555,0.00169,0.111,0.166
119.964,0.75,0.458,0.155,0.112,0.171
168.028,0.653,0.58,1.36E-05,0.112,0.112
215.994,0.68,0.754,0.0205,0.373,0.341
139.893,0.76,0.726,0,0.0514,0.886
218.474,0.462,0.623,0,0.767,0.42
117.966,0.742,0.583,2.28E-06,0.0861,0.2
214.126,0.81,0.484,3.65E-06,0.1,0.473
218.104,0.599,0.345,0.00313,0.0792,0.333
200.038,0.74,0.383,0.0205,0.11,0.38
157.956,0.69,0.859,2.18E-06,0.0709,0.348
140.016,0.644,0.417,4.57E-06,0.161,0.582
119.984,0.822,0.92,0.00152,0.425,0.33
129.995,0.959,0.47,0,0.0806,0.964
151.316,0.787,0.547,0,0.116,0.284
182.21,0.789,0.325,0.0151,0.134,0.571
120.077,0.646,0.775,0.00195,0.407,0.578
208.076,0.743,0.619,0,0.39,0.226
124.903,0.557,0.369,0,0.118,0.143
129.87,0.601,0.857,0.039,0.274,0.584
128,0.809,0.78,0,0.0722,0.357
115.999,0.637,0.518,0.345,0.114,0.332
123.015,0.742,0.708,0.266,0.638,0.288
139.918,0.604,0.436,1.05E-05,0.113,0.0791
113.951,0.887,0.781,0,0.123,0.637
121.987,0.805,0.373,0.0007,0.111,0.448
216.12,0.485,0.396,0.05,0.33,0.549
170.038,0.774,0.744,0,0.0741,0.0947
177.008,0.721,0.73,0,0.394,0.39
120,0.636,0.551,0,0.336,0.46
122.006,0.883,0.409,0.076,0.257,0.0481
126.762,0.529,0.529,5.52E-05,0.0921,0.145
121.922,0.881,0.633,6.72E-06,0.158,0.335
191.052,0.692,0.688,1.39E-05,0.325,0.353
181.839,0.399,0.849,0,0.352,0.123
193.956,0.77,0.273,5.07E-05,0.0919,0.0375
220.036,0.875,0.519,1.09E-05,0.109,0.0568
